ID,Gender,Location,E-Paylater User Status,Educational Background,Year of Birth,Job Status,Monthly Income,Online Shopping Expenditure Percentage,Impulsive Buying Behavior Score,Promotion Score,Social Influence Score,Happiness Score,Self Control Score,Normative Evaluation Score
317,Male,DKI Jakarta,e-paylater user,"Diploma I, II, III",1978,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,3.75,3.75,4.333333333333333,3.75,3.2,3.0
318,Male,West Sumatera,e-paylater user,Post Graduate,1979,Working,"More than Rp 10,000,000",Less than 20%,1.0,3.0,1.0,2.0,5.0,2.2
319,Female,West Java,Non e-paylater user,Bachelor/Diploma IV,1978,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,3.75,3.0,3.0,3.0,3.4,4.8
320,Female,West Sumatera,Non e-paylater user,Post Graduate,1999,Working,"More than Rp 10,000,000",21% - 40%,3.25,3.0,2.1666666666666665,4.0,2.8,2.8
321,Female,Banten,e-paylater user,Post Graduate,1979,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3.0,2.0,2.0,3.75,2.8,3.0
322,Female,Kepulauan Riau,Non e-paylater user,"Diploma I, II, III",1977,Students,"Less than Rp 1,000,000",61% - 80%,1.75,2.75,2.3333333333333335,3.75,3.0,3.0
323,Female,South Sumatera,Non e-paylater user,Bachelor/Diploma IV,1979,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2.0,1.0,2.0,4.0,4.0,3.6
324,Male,Jambi,e-paylater user,Post Graduate,1979,Working,"Rp 7,500,001 - Rp 10,000,000",61% - 80%,1.25,2.75,1.5,4.0,3.4,4.4
325,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1978,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4.0,4.25,3.6666666666666665,3.75,3.2,3.4
326,Male,West Java,Non e-paylater user,Until Senior High School,1979,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,1.25,1.0,1.0,3.0,4.2,5.0
327,Male,DKI Jakarta,e-paylater user,Bachelor/Diploma IV,2002,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,2.5,3.25,2.8333333333333335,4.0,3.2,1.4
328,Male,West Sumatera,Non e-paylater user,"Diploma I, II, III",1978,Students,"Less than Rp 1,000,000",Less than 20%,3.75,4.0,3.6666666666666665,3.75,3.2,2.8
329,Male,Central Java,e-paylater user,Until Senior High School,1967,Students,"Less than Rp 1,000,000",21% - 40%,1.0,1.5,1.6666666666666667,2.0,3.2,4.8
330,Male,Central Java,e-paylater user,Bachelor/Diploma IV,1974,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,3.5,3.75,4.5,4.0,3.2,2.8
331,Female,West Sumatera,e-paylater user,"Diploma I, II, III",1979,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,3.5,3.75,3.8333333333333335,3.5,3.0,3.6
332,Female,West Sumatera,Non e-paylater user,Until Senior High School,1978,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,3.5,2.0,2.5,3.0,3.4,3.2
333,Female,Riau,Non e-paylater user,Post Graduate,1993,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,2.0,1.0,3.0,2.0,3.2,4.6
334,Male,Riau,e-paylater user,Bachelor/Diploma IV,1989,Entrepreneur,"More than Rp 10,000,000",21% - 40%,4.25,2.0,3.5,2.25,2.0,3.4
335,Male,Riau,e-paylater user,Bachelor/Diploma IV,1994,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,3.5,3.75,4.5,4.0,3.2,2.8
336,Female,West Sumatera,e-paylater user,Until Senior High School,2000,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2.75,3.0,2.8333333333333335,3.0,3.0,3.8
337,Female,West Sumatera,Non e-paylater user,Until Senior High School,1981,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,1.75,1.0,3.0,4.0,3.8,2.8
338,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1979,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,2.5,2.75,3.3333333333333335,3.25,3.2,3.0
339,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1979,Students,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2.5,2.0,2.0,2.75,3.6,4.4
340,Female,Maluku,Non e-paylater user,Bachelor/Diploma IV,1994,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,1.5,1.0,1.0,2.0,4.4,4.0
341,Male,DKI Jakarta,e-paylater user,"Diploma I, II, III",1979,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,3.5,3.75,3.8333333333333335,3.5,3.0,3.6
342,Male,DKI Jakarta,e-paylater user,Bachelor/Diploma IV,1979,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,3.5,3.75,4.5,4.0,3.2,2.8
343,Male,West Sumatera,e-paylater user,Bachelor/Diploma IV,1987,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,3.0,1.0,3.0,2.0,3.2,3.4
344,Female,DKI Jakarta,Non e-paylater user,Until Senior High School,2003,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,1.75,1.0,1.0,5.0,5.0,5.0
345,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1979,Working,"More than Rp 10,000,000",21% - 40%,1.0,2.0,2.0,2.75,3.2,3.0
346,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Students,"Less than Rp 1,000,000",21% - 40%,3.0,3.25,3.3333333333333335,5.0,3.2,4.0
347,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2002,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,1.0,1.0,1.0,3.75,4.4,3.8
348,Female,DKI Jakarta,e-paylater user,Bachelor/Diploma IV,1989,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,2.0,3.0,2.0,3.75,3.4,3.6
349,Female,West Sumatera,Non e-paylater user,Post Graduate,1999,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,1.0,1.0,1.0,2.0,4.8,5.0
350,Female,West Nusa Tenggara,e-paylater user,Bachelor/Diploma IV,1980,Working,"More than Rp 10,000,000",21% - 40%,3.0,2.0,1.3333333333333333,1.0,4.0,5.0
351,Female,DKI Jakarta,Non e-paylater user,"Diploma I, II, III",1978,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,3.75,1.0,1.5,4.25,3.8,3.4
352,Female,West Sumatera,Non e-paylater user,Post Graduate,1994,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2.0,1.0,1.0,1.5,3.6,3.4
353,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1995,Entrepreneur,"More than Rp 10,000,000",Less than 20%,3.25,3.5,3.3333333333333335,5.0,4.2,4.8
354,Female,West Sumatera,Non e-paylater user,Post Graduate,1992,Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3.25,3.25,2.8333333333333335,3.75,2.8,4.0
355,Female,DKI Jakarta,Non e-paylater user,"Diploma I, II, III",1979,Students,"Less than Rp 1,000,000",41% - 60%,1.0,2.5,1.5,3.75,3.2,3.8
356,Female,West Sumatera,Non e-paylater user,Post Graduate,1979,Working,"More than Rp 10,000,000",21% - 40%,2.0,1.25,1.3333333333333333,3.75,4.8,2.0
357,Female,West Sumatera,Non e-paylater user,Until Senior High School,1980,Students,"Less than Rp 1,000,000",Less than 20%,4.25,2.0,2.0,3.5,2.6,4.8
358,Female,West Sumatera,Non e-paylater user,Post Graduate,1979,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,1.5,1.0,2.0,3.25,3.0,3.8
359,Female,West Sumatera,e-paylater user,Until Senior High School,1971,Students,"Less than Rp 1,000,000",41% - 60%,3.5,4.5,2.5,4.0,3.2,2.8
360,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1982,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4.0,4.25,3.6666666666666665,3.75,3.2,3.4
361,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1975,Working,"Rp 5,000,001 - Rp 7,500,000",41% - 60%,3.5,4.0,4.666666666666667,3.0,3.2,2.8
362,Male,West Sumatera,Non e-paylater user,Post Graduate,1984,Working,"More than Rp 10,000,000",Less than 20%,1.75,2.5,1.0,5.0,4.6,4.0
363,Female,West Sumatera,Non e-paylater user,Until Senior High School,1988,Students,"Less than Rp 1,000,000",Less than 20%,2.5,1.5,2.8333333333333335,5.0,3.0,5.0
364,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1979,Not Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2.5,3.0,3.0,3.0,2.6,3.0
365,Female,DKI Jakarta,Non e-paylater user,Until Senior High School,1978,Students,"Less than Rp 1,000,000",41% - 60%,4.0,4.0,3.3333333333333335,4.0,2.8,3.0
366,Female,West Sumatera,Non e-paylater user,Until Senior High School,1977,Students,"Less than Rp 1,000,000",Less than 20%,4.0,1.0,3.0,3.0,3.2,3.6
367,Female,West Sumatera,Non e-paylater user,Until Senior High School,1978,Students,"Less than Rp 1,000,000",21% - 40%,3.5,2.5,3.5,5.0,3.0,3.8
368,Female,West Sumatera,e-paylater user,Post Graduate,1978,Working,"Rp 5,000,001 - Rp 7,500,000",41% - 60%,4.0,3.5,3.0,4.0,2.6,3.0
369,Female,West Sumatera,Non e-paylater user,Until Senior High School,1997,Students,"Less than Rp 1,000,000",21% - 40%,3.25,1.0,1.0,4.0,2.8,2.6
370,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Working,"More than Rp 10,000,000",Less than 20%,3.25,3.0,3.0,3.0,3.6,4.0
371,Male,North Sumatera,Non e-paylater user,Bachelor/Diploma IV,1996,Working,"More than Rp 10,000,000",Less than 20%,2.5,2.0,3.0,3.0,3.4,2.4
372,Male,East Java,Non e-paylater user,Until Senior High School,1976,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,1.0,1.0,1.0,2.0,4.6,4.0
373,Female,East Java,Non e-paylater user,Bachelor/Diploma IV,1979,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2.0,2.0,2.0,4.0,4.0,5.0
374,Male,North Sumatera,e-paylater user,Until Senior High School,1999,Students,"Less than Rp 1,000,000",41% - 60%,3.0,3.75,2.3333333333333335,3.75,2.4,3.0
375,Male,Central Java,Non e-paylater user,Until Senior High School,1996,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2.75,1.0,1.3333333333333333,3.5,4.0,3.6
376,Male,East Java,e-paylater user,"Diploma I, II, III",1980,Students,"Less than Rp 1,000,000",Less than 20%,1.75,2.5,2.0,2.0,3.2,2.6
377,Male,West Sumatera,Non e-paylater user,Until Senior High School,1989,Students,"Less than Rp 1,000,000",Less than 20%,2.0,3.25,2.3333333333333335,3.5,3.8,4.2
378,Male,East Java,e-paylater user,Until Senior High School,1974,Students,"Less than Rp 1,000,000",Less than 20%,3.0,3.0,3.3333333333333335,3.0,2.2,4.0
379,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1979,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,3.0,1.0,2.0,4.0,3.0,2.2
380,Female,East Java,Non e-paylater user,Bachelor/Diploma IV,1976,Students,"Rp 1,000,001 - Rp 2,500,000",41% - 60%,3.75,3.0,2.5,5.0,3.0,2.4
381,Male,East Java,Non e-paylater user,Bachelor/Diploma IV,1976,Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2.5,1.25,2.1666666666666665,3.0,3.4,2.4
382,Male,East Java,Non e-paylater user,Bachelor/Diploma IV,1976,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,2.5,2.0,2.0,2.75,2.6,3.2
383,Male,East Java,Non e-paylater user,Bachelor/Diploma IV,1974,Working,"More than Rp 10,000,000",Less than 20%,2.5,4.0,2.3333333333333335,3.0,3.8,3.4
384,Female,Central Java,Non e-paylater user,Until Senior High School,1976,Students,"Less than Rp 1,000,000",Less than 20%,3.5,2.0,2.0,4.0,2.8,3.8
385,Female,East Java,Non e-paylater user,Bachelor/Diploma IV,1975,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,3.75,3.5,1.0,5.0,1.8,3.2
386,Female,DKI Jakarta,Non e-paylater user,Until Senior High School,1975,Students,"Less than Rp 1,000,000",Less than 20%,3.75,3.0,3.0,4.0,3.0,4.4
387,Female,East Java,Non e-paylater user,Bachelor/Diploma IV,1974,Working,"More than Rp 10,000,000",Less than 20%,3.75,2.0,2.0,4.0,3.0,3.6
388,Male,Riau,Non e-paylater user,Bachelor/Diploma IV,1993,Working,"More than Rp 10,000,000",Less than 20%,2.25,2.0,2.1666666666666665,2.75,4.0,4.0
389,Male,Banten,Non e-paylater user,Until Senior High School,1974,Students,"Less than Rp 1,000,000",21% - 40%,2.5,3.5,3.1666666666666665,4.0,3.0,4.0
390,Male,East Java,Non e-paylater user,Until Senior High School,1974,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,4.0,3.0,3.0,4.0,2.6,2.8
391,Female,East Java,Non e-paylater user,Bachelor/Diploma IV,1973,Working,"More than Rp 10,000,000",21% - 40%,1.0,1.0,1.0,1.5,3.8,5.0
392,Female,East Java,e-paylater user,Bachelor/Diploma IV,1995,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,3.0,3.0,1.5,5.0,4.0,2.0
393,Female,DKI Jakarta,Non e-paylater user,Bachelor/Diploma IV,1974,Working,"More than Rp 10,000,000",21% - 40%,3.25,3.0,3.0,3.0,3.0,3.2
394,Female,West Java,Non e-paylater user,Post Graduate,1975,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2.25,1.0,2.0,2.25,3.4,4.4
395,Female,DKI Jakarta,Non e-paylater user,Until Senior High School,1976,Students,"Less than Rp 1,000,000",Less than 20%,3.5,3.0,3.1666666666666665,4.0,3.4,3.0
396,Female,East Java,Non e-paylater user,Post Graduate,1977,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,1.75,1.0,1.0,3.0,4.0,3.0
397,Female,Lampung,e-paylater user,Bachelor/Diploma IV,1976,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4.0,4.25,3.6666666666666665,3.75,3.2,3.4
398,Female,DKI Jakarta,Non e-paylater user,"Diploma I, II, III",1977,Students,"Less than Rp 1,000,000",21% - 40%,2.25,2.0,2.0,5.0,4.0,4.2
399,Female,East Java,Non e-paylater user,Until Senior High School,1974,Students,"Less than Rp 1,000,000",Less than 20%,2.25,2.25,2.1666666666666665,4.0,3.4,3.2
400,Female,West Sumatera,Non e-paylater user,Until Senior High School,1988,Students,"Rp 1,000,001 - Rp 2,500,000",41% - 60%,3.25,1.0,1.1666666666666667,4.0,3.0,2.6
401,Female,East Java,e-paylater user,Until Senior High School,1975,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,3.5,4.0,3.3333333333333335,4.0,3.0,3.0
402,Female,Riau,Non e-paylater user,Until Senior High School,1984,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,3.0,2.5,2.3333333333333335,3.5,2.8,4.0
403,Female,West Java,Non e-paylater user,Post Graduate,1976,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2.75,1.0,2.0,4.0,2.8,4.8
404,Female,Kepulauan Riau,e-paylater user,"Diploma I, II, III",1976,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,3.0,3.25,3.3333333333333335,4.0,3.4,5.0
405,Female,North Sumatera,Non e-paylater user,Until Senior High School,1991,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,4.0,1.0,3.3333333333333335,3.75,2.8,4.4
406,Female,West Sumatera,Non e-paylater user,Until Senior High School,1998,Students,"Less than Rp 1,000,000",Less than 20%,2.0,3.0,2.5,3.75,4.2,4.2
407,Male,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,2.0,2.0,2.0,4.0,3.2,3.4
408,Female,West Sumatera,Non e-paylater user,Post Graduate,2002,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,1.25,1.0,1.0,3.0,2.4,4.4
409,Female,West Sumatera,e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,2.0,2.75,2.3333333333333335,3.25,3.2,2.8
410,Female,Central Java,e-paylater user,Bachelor/Diploma IV,1976,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,3.25,3.25,3.1666666666666665,4.0,4.0,4.8
411,Female,West Sumatera,Non e-paylater user,Post Graduate,2003,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,4.25,2.0,2.0,3.0,3.6,3.8
412,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Students,"Less than Rp 1,000,000",Less than 20%,1.75,3.5,3.0,4.0,3.6,4.4
413,Female,West Sumatera,e-paylater user,"Diploma I, II, III",2004,Working,"Rp 2,500,001 - Rp 5,000,000",41% - 60%,4.25,4.0,3.5,5.0,2.4,2.6
414,Male,West Sumatera,Non e-paylater user,Post Graduate,2003,Working,"More than Rp 10,000,000",41% - 60%,2.75,1.5,1.0,5.0,2.6,5.0
415,Male,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",21% - 40%,3.75,1.0,2.0,4.0,2.8,3.8
416,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,4.0,3.0,3.0,3.75,2.6,2.8
417,Male,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,2.0,2.0,2.1666666666666665,3.0,3.6,4.0
418,Male,DKI Jakarta,Non e-paylater user,Until Senior High School,1976,Students,"Less than Rp 1,000,000",Less than 20%,3.0,1.0,1.0,3.25,3.6,2.4
419,Male,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,3.5,3.75,2.8333333333333335,4.0,2.8,3.2
420,Male,West Sumatera,e-paylater user,Bachelor/Diploma IV,1997,Not Working,"Less than Rp 1,000,000",41% - 60%,3.25,3.0,3.0,4.0,3.4,3.8
421,Male,West Sumatera,Non e-paylater user,Until Senior High School,1996,Students,"Less than Rp 1,000,000",21% - 40%,3.25,3.25,2.5,3.5,2.6,2.2
422,Male,West Sumatera,Non e-paylater user,Until Senior High School,1979,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,2.0,2.25,1.1666666666666667,3.0,3.0,3.6
423,Male,West Sumatera,Non e-paylater user,Until Senior High School,1984,Students,"Less than Rp 1,000,000",21% - 40%,2.0,1.75,2.3333333333333335,3.25,3.4,3.6
424,Male,Riau,Non e-paylater user,Bachelor/Diploma IV,1997,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3.5,2.0,2.5,2.5,3.8,2.8
425,Male,West Sumatera,Non e-paylater user,Until Senior High School,1984,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,4.0,1.0,1.0,3.0,2.2,3.0
426,Male,West Sumatera,e-paylater user,"Diploma I, II, III",2002,Students,"Rp 1,000,001 - Rp 2,500,000",41% - 60%,3.5,4.0,3.0,4.0,3.2,3.2
427,Male,West Sumatera,e-paylater user,Post Graduate,2000,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,2.0,4.0,3.0,4.0,3.4,3.8
428,Male,Central Java,e-paylater user,Bachelor/Diploma IV,1984,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2.0,4.0,2.0,4.0,4.0,4.8
429,Male,West Sumatera,e-paylater user,Post Graduate,1975,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3.0,2.0,3.1666666666666665,4.0,3.2,2.2
430,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1999,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3.25,3.25,3.0,4.75,2.6,3.2
431,Male,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2.75,1.75,1.5,4.0,4.0,2.4
432,Male,Riau,e-paylater user,Until Senior High School,2004,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,1.75,3.0,2.1666666666666665,2.0,2.8,4.0
433,Male,West Sumatera,Non e-paylater user,Post Graduate,2004,Working,"More than Rp 10,000,000",Less than 20%,3.0,1.0,1.1666666666666667,1.75,4.0,4.8
434,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2001,Not Working,"Less than Rp 1,000,000",21% - 40%,3.5,3.0,3.1666666666666665,3.0,3.0,3.0
435,Female,West Sumatera,e-paylater user,Post Graduate,2000,Entrepreneur,"Rp 7,500,001 - Rp 10,000,000",41% - 60%,4.0,4.25,4.333333333333333,4.0,3.2,2.0
436,Female,West Kalimantan,Non e-paylater user,Post Graduate,1978,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,1.25,1.0,2.0,2.75,4.4,2.6
437,Female,DKI Jakarta,Non e-paylater user,Post Graduate,2001,Working,"More than Rp 10,000,000",21% - 40%,1.0,1.0,1.0,5.0,2.8,4.0
438,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1991,Working,"More than Rp 10,000,000",61% - 80%,2.5,1.75,1.3333333333333333,3.75,4.2,2.8
439,Female,South Sumatera,Non e-paylater user,"Diploma I, II, III",1999,Students,"Rp 2,500,001 - Rp 5,000,000",61% - 80%,4.0,1.5,1.0,4.5,2.6,3.2
440,Female,South Sumatera,e-paylater user,Bachelor/Diploma IV,1998,Students,"Less than Rp 1,000,000",41% - 60%,3.5,1.5,1.1666666666666667,2.5,3.0,3.0
441,Female,South Sumatera,Non e-paylater user,Until Senior High School,1999,Students,"Less than Rp 1,000,000",21% - 40%,3.5,1.0,1.1666666666666667,4.25,3.2,4.8
442,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1975,Working,"Less than Rp 1,000,000",Less than 20%,3.0,2.0,3.0,3.75,3.0,3.2
443,Female,West Sumatera,Non e-paylater user,Post Graduate,2003,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,2.0,2.0,2.0,2.0,3.6,3.2
444,Female,West Sumatera,e-paylater user,Post Graduate,1985,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,3.0,2.75,2.5,4.0,3.8,2.2
445,Male,West Kalimantan,Non e-paylater user,Until Senior High School,1984,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,2.25,3.25,1.6666666666666667,4.25,3.8,3.8
446,Female,West Kalimantan,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",21% - 40%,3.0,2.5,3.1666666666666665,4.0,3.2,2.2
447,Female,West Kalimantan,e-paylater user,Bachelor/Diploma IV,2001,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,1.0,1.5,2.0,3.0,4.0,3.0
448,Female,West Kalimantan,Non e-paylater user,Until Senior High School,2001,Students,"Less than Rp 1,000,000",21% - 40%,3.25,2.0,2.5,4.0,3.8,4.2
449,Female,West Kalimantan,Non e-paylater user,Until Senior High School,2001,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,2.5,3.5,2.3333333333333335,2.5,3.0,3.6
450,Female,West Kalimantan,Non e-paylater user,Bachelor/Diploma IV,2001,Students,"Less than Rp 1,000,000",Less than 20%,2.75,2.0,2.0,3.0,3.4,3.0
451,Female,West Kalimantan,Non e-paylater user,Until Senior High School,2001,Students,"Less than Rp 1,000,000",Less than 20%,1.0,3.0,3.1666666666666665,3.0,2.6,3.0
452,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1987,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2.0,2.0,1.0,3.5,4.2,3.4
453,Female,West Kalimantan,Non e-paylater user,"Diploma I, II, III",2001,Entrepreneur,"Less than Rp 1,000,000",Less than 20%,2.0,4.0,1.3333333333333333,3.25,2.6,2.2
454,Female,West Kalimantan,Non e-paylater user,Until Senior High School,2001,Students,"Less than Rp 1,000,000",41% - 60%,1.0,1.0,1.0,1.0,3.4,2.6
455,Female,West Kalimantan,Non e-paylater user,"Diploma I, II, III",2001,Students,"Less than Rp 1,000,000",21% - 40%,3.25,4.0,4.166666666666667,5.0,3.0,1.6
456,Female,West Sumatera,Non e-paylater user,Until Senior High School,2004,Students,"Less than Rp 1,000,000",41% - 60%,3.25,2.0,2.0,5.0,2.8,3.6
457,Female,DI Yogyakarta,Non e-paylater user,Until Senior High School,2000,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,2.0,2.0,2.0,3.0,4.0,2.8
458,Female,Banten,e-paylater user,Bachelor/Diploma IV,1980,Working,"Rp 5,000,001 - Rp 7,500,000",41% - 60%,3.5,4.0,4.666666666666667,3.0,3.2,2.8
459,Female,West Sumatera,Non e-paylater user,Until Senior High School,1996,Students,"Less than Rp 1,000,000",Less than 20%,2.25,1.0,1.1666666666666667,3.5,3.8,4.0
460,Female,West Sumatera,Non e-paylater user,Until Senior High School,2001,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2.5,1.0,1.3333333333333333,4.0,3.8,3.6
461,Female,West Kalimantan,Non e-paylater user,Until Senior High School,2001,Students,"Less than Rp 1,000,000",21% - 40%,2.0,2.0,2.0,2.25,3.0,3.0
462,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2.75,4.0,4.0,4.0,2.8,2.2
463,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,2.5,3.0,2.8333333333333335,2.0,2.6,4.6
464,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2005,Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2.25,1.0,2.0,4.0,4.2,4.8
465,Female,West Sumatera,Non e-paylater user,Post Graduate,2003,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,2.0,1.0,1.6666666666666667,3.0,3.4,3.6
466,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2004,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,2.75,3.0,3.0,3.25,3.4,3.0
467,Female,West Sumatera,Non e-paylater user,Until Senior High School,2004,Students,"Less than Rp 1,000,000",Less than 20%,3.0,1.0,1.5,5.0,3.0,4.2
468,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1992,Working,"Rp 5,000,001 - Rp 7,500,000",41% - 60%,3.5,4.0,4.666666666666667,3.0,3.2,2.8
469,Female,West Sumatera,Non e-paylater user,Until Senior High School,1994,Students,"Less than Rp 1,000,000",Less than 20%,3.0,1.0,2.3333333333333335,4.0,3.6,4.0
470,Female,West Sumatera,Non e-paylater user,"Diploma I, II, III",2004,Students,"Less than Rp 1,000,000",Less than 20%,3.75,4.0,3.6666666666666665,3.75,3.2,2.8
471,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3.0,3.0,2.0,3.25,3.2,4.0
472,Female,West Sumatera,e-paylater user,Post Graduate,2004,Not Working,"More than Rp 10,000,000",21% - 40%,2.0,3.25,3.0,3.0,3.4,5.0
473,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2004,Students,"Less than Rp 1,000,000",21% - 40%,3.25,3.0,2.8333333333333335,4.0,3.2,3.4
474,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Students,"Less than Rp 1,000,000",Less than 20%,3.25,1.75,3.0,5.0,2.8,2.0
