ID,Gender,Location,E-Paylater User Status,Educational Background,Year of Birth,Job Status,Monthly Income,Online Shopping Expenditure Percentage,IBB1,IBB2,IBB3,IBB4,P1,P2,P3,P4,SI1,SI2,SI3,SI4,SI5,SI6,H1,H2,H3,H4,SC1,SC2,SC3,SC4,SC5,NE1,NE2,NE3,NE4,NE5
235,Female,DKI Jakarta,Non e-paylater user,Bachelor/Diploma IV,2002,Working,"More than Rp 10,000,000",61% - 80%,5,5,5,5,3,3,3,3,3,3,3,3,3,3,4,4,4,4,2,3,2,2,2,5,3,3,1,1
236,Female,West Sumatera,Non e-paylater user,Post Graduate,2002,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,4,4,4,4,3
237,Female,West Sumatera,Non e-paylater user,Post Graduate,1978,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,3,4,3,1,1,5,5,5,4,4,4,4,4
238,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1995,Working,"More than Rp 10,000,000",Less than 20%,4,4,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,3,4,4,2,3,3,3,2
239,Female,West Sumatera,Non e-paylater user,Until Senior High School,1989,Students,"Less than Rp 1,000,000",Less than 20%,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,2,2,3,3,3,3,3
240,Male,DKI Jakarta,Non e-paylater user,Until Senior High School,1985,Students,"Less than Rp 1,000,000",Less than 20%,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,2,2,2,4,4,4,4,4
241,Male,Nanggore Aceh Darussalam,Non e-paylater user,Post Graduate,2003,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,4,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,4,4,4,2,4,2,2,3,3,4
242,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2001,Working,"Rp 2,500,001 - Rp 5,000,000",41% - 60%,3,4,3,3,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,3,4,2,2,2,3,1
243,Male,West Sumatera,e-paylater user,Bachelor/Diploma IV,2003,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,4,3,3,2,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,2,4,4,2,4,5,3,4
244,Female,DI Yogyakarta,e-paylater user,Bachelor/Diploma IV,2001,Working,"More than Rp 10,000,000",Less than 20%,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,2,4,4,3,3,3
245,Female,DKI Jakarta,Non e-paylater user,Bachelor/Diploma IV,2003,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,4,3,3,3,1,1,1,1,2,1,1,1,1,1,3,3,3,3,3,3,3,3,3,5,4,5,5,3
246,Female,DKI Jakarta,Non e-paylater user,Bachelor/Diploma IV,2002,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,3,3,5,1,3,3,3,2,2,2,2,2,2,2,4,4,4,4,4,4,2,3,3,4,3,4,3,3
247,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1990,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,4,4,4,4,2,2,2,2,2,2,2,1,1,1,4,4,4,4,4,4,3,4,5,4,4,4,4,4
248,Female,DKI Jakarta,Non e-paylater user,Post Graduate,1997,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,1,3,4
249,Female,West Java,Non e-paylater user,"Diploma I, II, III",2003,Entrepreneur,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,2,2,1,2,3,2,2
250,Female,DKI Jakarta,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,5,3,3,3,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,2,2,2,3,4,3,3,4
251,Male,West Sumatera,Non e-paylater user,Post Graduate,2002,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,4,4,4,3,1,1,1,1,2,1,1,1,1,1,3,3,3,3,4,4,2,2,3,4,4,4,4,5
252,Female,West Sumatera,Non e-paylater user,Until Senior High School,1969,Students,"Less than Rp 1,000,000",Less than 20%,2,2,4,4,1,1,1,1,2,2,2,2,2,2,5,4,5,4,3,3,2,2,2,5,5,4,4,4
253,Male,West Sumatera,Non e-paylater user,Until Senior High School,1977,Students,"Less than Rp 1,000,000",Less than 20%,2,1,3,2,1,3,1,5,2,2,3,2,1,1,1,3,3,1,3,3,5,4,4,3,2,4,2,3
254,Male,West Java,Non e-paylater user,Until Senior High School,1978,Students,"Less than Rp 1,000,000",21% - 40%,4,3,4,3,1,1,1,1,4,3,1,2,2,2,4,4,4,4,5,5,1,1,1,3,4,4,4,4
255,Female,West Sumatera,e-paylater user,"Diploma I, II, III",1989,Students,"Less than Rp 1,000,000",41% - 60%,3,1,3,3,1,1,1,1,1,1,1,1,1,1,3,3,4,4,4,4,3,3,5,3,4,4,3,4
256,Female,West Sumatera,Non e-paylater user,Until Senior High School,1999,Students,"Less than Rp 1,000,000",Less than 20%,1,1,5,1,1,1,1,1,1,1,1,1,1,1,5,3,4,2,5,4,3,5,4,5,5,5,5,4
257,Female,DKI Jakarta,e-paylater user,"Diploma I, II, III",1993,Not Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,2,2,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,2,4,4,4,2,4
258,Female,Central Java,Non e-paylater user,Bachelor/Diploma IV,2002,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,4,4,4,4,2,3,3,3,4,3,3,3,3,3,4,4,4,4,4,4,3,2,3,3,3,3,3,2
259,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1995,Students,"Less than Rp 1,000,000",Less than 20%,3,3,4,3,2,2,3,4,2,4,2,2,2,2,3,3,3,3,3,3,2,2,3,3,3,2,3,2
260,Female,Banten,e-paylater user,Bachelor/Diploma IV,2002,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,2,2,1,4,4,4,4,4,2,2,4,2,2,4,2,4,2,4,4,4,4,4,5,5,5,5,5
261,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1990,Working,"More than Rp 10,000,000",Less than 20%,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,2,2,5,5,5,5,5,5
262,Female,West Sumatera,Non e-paylater user,Until Senior High School,1983,Students,"Less than Rp 1,000,000",Less than 20%,3,3,4,1,2,2,2,2,3,3,3,3,3,3,3,3,4,3,4,4,2,2,2,5,5,5,5,5
263,Female,West Sumatera,Non e-paylater user,Post Graduate,1994,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,2,2,2,2,2,2,2,2,3,2,2,3,2,3,4,4,4,4,4,4,4,3,3,5,4,4,3,3
264,Male,West Sumatera,Non e-paylater user,Until Senior High School,1991,Students,"Less than Rp 1,000,000",Less than 20%,3,2,2,4,2,2,2,2,2,3,2,2,2,2,3,3,3,3,3,4,3,4,4,5,5,5,5,5
265,Female,West Sumatera,Non e-paylater user,Until Senior High School,1993,Students,"Less than Rp 1,000,000",Less than 20%,2,3,4,2,3,4,3,4,3,2,3,3,2,3,4,3,4,3,4,4,3,4,5,3,3,3,4,2
266,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,3,3,5,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4,2,2,3,2,3,2,4,4
267,Female,West Sumatera,e-paylater user,Until Senior High School,1992,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,3,3,2,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,2,3,4,4,5,2,4
268,Male,West Sumatera,Non e-paylater user,Until Senior High School,1984,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,4,4,4,4,2,2,2,2,3,4,3,4,4,4,4,4,4,4,4,4,2,2,2,2,3,4,4,4
269,Female,West Sumatera,Non e-paylater user,Until Senior High School,1980,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,4,4,4,3,4,5,5,3,4,4,4,4,3,5,5,5,5,4,4,2,3,3,5,3,4,4,3
270,Male,West Sumatera,Non e-paylater user,Until Senior High School,1995,Students,"Less than Rp 1,000,000",Less than 20%,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,3,3,4,5,4,4,5,4
271,Female,DKI Jakarta,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,3,1,3,1,1,1,1,1,2,2,1,1,1,2,4,4,4,4,5,5,1,5,5,2,2,2,3,3
272,Female,DKI Jakarta,Non e-paylater user,Until Senior High School,1996,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,3,2,2,2,1,2,2,2,3,2,4,4,3,4,4,4,4,4,3,4,3,2,2,3,3,2,2,4
273,Female,West Java,e-paylater user,Bachelor/Diploma IV,2002,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,3,3,3,3,3
274,Male,Riau,Non e-paylater user,Until Senior High School,1977,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,2,3,2,4,4,4,5,4
275,Male,East Java,Non e-paylater user,"Diploma I, II, III",1988,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,1,4,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,5,5,1,3,5,5,3,5,3,3
276,Male,East Java,e-paylater user,Post Graduate,2002,Working,"Rp 1,000,001 - Rp 2,500,000",61% - 80%,3,3,5,3,5,5,3,3,2,3,3,2,2,2,4,4,4,4,4,4,3,2,3,5,5,5,5,5
277,Female,Banten,e-paylater user,Bachelor/Diploma IV,1994,Working,"More than Rp 10,000,000",41% - 60%,5,5,4,4,3,4,3,4,2,2,2,2,2,2,4,4,4,4,2,3,3,3,3,3,3,3,3,3
278,Male,Riau,Non e-paylater user,Bachelor/Diploma IV,1980,Students,"Less than Rp 1,000,000",Less than 20%,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,3,3,3,3,3
279,Female,West Sumatera,e-paylater user,Until Senior High School,1994,Not Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,2,2,2,2,4,4,3,3,2,3,3,1,2,2,4,3,3,3,4,4,3,4,4,5,4,4,4,4
280,Female,West Sumatera,Non e-paylater user,Until Senior High School,1977,Students,"Less than Rp 1,000,000",Less than 20%,3,4,4,2,1,1,1,1,1,1,1,1,1,1,5,4,4,4,4,4,3,2,3,5,5,5,3,3
281,Female,West Nusa Tenggara,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,4,1,1,2,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,2,2,2,1,1,1,1,1
282,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1977,Students,"Less than Rp 1,000,000",Less than 20%,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,4,4,4,3,2,2,1,3
283,Male,West Sumatera,Non e-paylater user,Post Graduate,1978,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,1,4,1,2,2,2,2,3,4,3,3,3,3,4,4,4,4,4,4,2,3,4,5,5,5,4,4
284,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1988,Working,"More than Rp 10,000,000",21% - 40%,3,2,2,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4,4,3,3
285,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1972,Working,"Rp 7,500,001 - Rp 10,000,000",41% - 60%,1,2,3,2,1,1,1,1,1,1,1,1,1,1,4,3,3,3,5,5,4,4,5,5,5,5,1,3
286,Female,Kepulauan Riau,Non e-paylater user,Post Graduate,1979,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,3,2,2,1,1,1,1,1,2,2,2,2,2,2,3,3,2,2,5,5,4,5,5,4,4,4,3,3
287,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1984,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,4,2,4,2,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4
288,Female,West Sumatera,Non e-paylater user,Until Senior High School,1969,Students,"Less than Rp 1,000,000",21% - 40%,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,3,4,3,4,5,4,4,5,3
289,Female,West Sumatera,Non e-paylater user,"Diploma I, II, III",1979,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,4,5,2,4,5,4,3,5,4,2
290,Female,West Sumatera,e-paylater user,Post Graduate,1990,Working,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,4,4,2,2,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,2,2,2,4,4,4,5,5
291,Male,Nanggore Aceh Darussalam,e-paylater user,Until Senior High School,1979,Students,"Less than Rp 1,000,000",21% - 40%,4,4,5,3,3,3,3,2,3,5,4,1,3,4,3,4,3,4,1,3,1,1,1,5,4,5,5,5
292,Male,Banten,e-paylater user,Bachelor/Diploma IV,1974,Students,"Less than Rp 1,000,000",Less than 20%,4,3,4,3,4,4,4,4,4,4,4,4,4,4,2,3,1,1,2,4,2,2,1,2,3,4,4,3
293,Male,West Sumatera,e-paylater user,Bachelor/Diploma IV,1981,Working,"More than Rp 10,000,000",Less than 20%,2,2,3,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,2,3,4,3,3
294,Female,DKI Jakarta,Non e-paylater user,Until Senior High School,1979,Students,"Less than Rp 1,000,000",Less than 20%,4,4,4,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,2,2,2,3,3,3,3,3
295,Female,DKI Jakarta,Non e-paylater user,Post Graduate,2002,Working,"More than Rp 10,000,000",41% - 60%,2,2,2,2,1,1,1,1,1,2,1,1,1,1,4,4,4,4,4,4,4,4,4,3,4,4,3,3
296,Female,Central Java,e-paylater user,Until Senior High School,1979,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,3,3,3,4,4,3,4,5,5,5,4,1,4,5,5,5,4,4,4,3,4,4,4,4,4,3,2
297,Female,West Java,Non e-paylater user,Until Senior High School,1978,Students,"Less than Rp 1,000,000",Less than 20%,4,4,4,4,3,4,4,4,3,4,4,4,4,4,5,5,5,5,3,3,3,3,3,4,4,3,4,4
298,Female,DKI Jakarta,Non e-paylater user,Bachelor/Diploma IV,2002,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,3,2,4,1,1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,3,2,3,3,4,5,4,2,3
299,Female,West Sumatera,e-paylater user,Until Senior High School,1994,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,4,3,1,4,4,4,4,5,3,2,4,3,3,3,3,3,2,3,1,4,2,3,5,2,3,1,2,3
300,Female,Riau,Non e-paylater user,Bachelor/Diploma IV,1973,Students,"Less than Rp 1,000,000",41% - 60%,4,4,2,4,2,2,2,2,2,2,2,2,2,2,4,3,3,4,4,4,2,3,3,4,3,3,4,3
301,Male,North Sumatera,Non e-paylater user,Bachelor/Diploma IV,1973,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,2,2,2,1,1,3,2,3,3,3,3,3,4,3,4,4,4,4,4,4,3,3,3,4,4,3,4,3
302,Female,West Sumatera,Non e-paylater user,Until Senior High School,1978,Students,"Less than Rp 1,000,000",Less than 20%,1,1,2,1,4,4,3,3,1,1,1,1,1,1,3,2,2,2,4,4,3,2,4,1,1,5,4,5
303,Female,West Sumatera,Non e-paylater user,Until Senior High School,1987,Students,"Less than Rp 1,000,000",Less than 20%,2,2,2,2,2,2,2,2,3,1,1,1,1,1,4,3,4,3,5,4,2,3,3,5,5,4,5,3
304,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1982,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,4,4,4,5,5,5,5,3
305,Female,West Sumatera,Non e-paylater user,Post Graduate,1974,Working,"More than Rp 10,000,000",Less than 20%,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,3,3,4,4,4,2,4,3,3,4,3,3
306,Female,West Java,Non e-paylater user,Post Graduate,1970,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,3,3,3,3,2,2,2,2,3,2,2,2,2,2,4,4,3,3,4,4,3,3,3,2,2,2,2,2
307,Male,West Sumatera,Non e-paylater user,Post Graduate,2002,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,4,4,3,4,3,3,5,3,3,2,3,3
308,Male,Bengkulu,Non e-paylater user,Post Graduate,1975,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,4,4,4,3,2,2,2,2,2,3,3,3,2,2,4,4,4,3,4,4,3,3,4,3,3,2,3,2
309,Female,Kepulauan Riau,Non e-paylater user,Bachelor/Diploma IV,1973,Not Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,2,2,2,1,1,1,1,2,4,3,3,3,3,2,2,2,2,4,4,2,2,3,3,2,3,3,3
310,Female,DKI Jakarta,Non e-paylater user,Bachelor/Diploma IV,2002,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,4,4,4,3,2,2,2,2,4,4,3,3,3,3,4,4,4,4,4,4,3,3,3,3,4,4,3,3
311,Male,Jambi,e-paylater user,Bachelor/Diploma IV,1996,Working,"More than Rp 10,000,000",Less than 20%,3,3,4,2,4,4,2,4,4,4,4,4,3,3,3,3,3,3,4,4,3,2,3,3,3,3,3,3
312,Female,Central Java,e-paylater user,Until Senior High School,1971,Students,"Less than Rp 1,000,000",Less than 20%,3,3,2,2,1,1,1,1,1,1,1,2,1,1,4,4,4,4,3,3,3,3,3,3,2,4,4,3
313,Female,West Java,Non e-paylater user,Post Graduate,1979,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,3,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,4,4,1,4,3
314,Female,Kepulauan Riau,Non e-paylater user,Until Senior High School,1983,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,2,2,2,4,4,4,4,4
315,Female,Jambi,Non e-paylater user,Until Senior High School,1984,Students,"Less than Rp 1,000,000",21% - 40%,5,3,3,4,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,3,1,1,1,1,2,1,2,1
316,Female,DKI Jakarta,Non e-paylater user,"Diploma I, II, III",1978,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,3,3,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,2,2,2,3,3,3,3,3
317,Male,DKI Jakarta,e-paylater user,"Diploma I, II, III",1978,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,4,5,2,4,5,1,4,5,5,3,5,5,4,4,5,5,2,3,4,5,4,2,1,4,5,2,3,1
318,Male,West Sumatera,e-paylater user,Post Graduate,1979,Working,"More than Rp 10,000,000",Less than 20%,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,1,3,3,5,5,5,5,5,3,1,3,3,1
319,Female,West Java,Non e-paylater user,Bachelor/Diploma IV,1978,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,5,5,5,5,4
320,Female,West Sumatera,Non e-paylater user,Post Graduate,1999,Working,"More than Rp 10,000,000",21% - 40%,4,3,3,3,3,3,3,3,3,2,2,2,2,2,4,4,4,4,3,3,2,3,3,3,3,3,3,2
321,Female,Banten,e-paylater user,Post Graduate,1979,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4,2,4,2,2,2,2,2,2,2,2,2,2,2,4,3,4,4,4,4,2,2,2,3,3,3,3,3
322,Female,Kepulauan Riau,Non e-paylater user,"Diploma I, II, III",1977,Students,"Less than Rp 1,000,000",61% - 80%,3,1,2,1,3,3,2,3,2,2,2,3,3,2,3,4,4,4,3,3,3,3,3,3,3,3,3,3
323,Female,South Sumatera,Non e-paylater user,Bachelor/Diploma IV,1979,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,2,2,2,1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,3,4,3,4
324,Male,Jambi,e-paylater user,Post Graduate,1979,Working,"Rp 7,500,001 - Rp 10,000,000",61% - 80%,2,1,1,1,1,4,2,4,4,1,1,1,1,1,4,4,4,4,4,4,3,3,3,5,4,5,4,4
325,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1978,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4,5,5,2,5,4,5,3,3,5,3,4,5,2,4,5,2,4,4,5,4,2,1,4,5,2,4,2
326,Male,West Java,Non e-paylater user,Until Senior High School,1979,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,5,5,3,4,4,5,5,5,5,5
327,Male,DKI Jakarta,e-paylater user,Bachelor/Diploma IV,2002,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,3,3,2,2,3,4,2,4,4,3,3,3,2,2,4,4,4,4,3,3,3,3,4,1,1,1,3,1
328,Male,West Sumatera,Non e-paylater user,"Diploma I, II, III",1978,Students,"Less than Rp 1,000,000",Less than 20%,4,5,2,4,3,3,5,5,4,2,4,5,5,2,4,5,2,4,4,5,4,2,1,1,2,4,5,2
329,Male,Central Java,e-paylater user,Until Senior High School,1967,Students,"Less than Rp 1,000,000",21% - 40%,1,1,1,1,1,2,1,2,2,2,1,2,1,2,3,2,2,1,1,2,4,5,4,4,5,5,5,5
330,Male,Central Java,e-paylater user,Bachelor/Diploma IV,1974,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,4,1,4,5,5,4,2,4,5,4,5,5,3,5,3,4,4,5,4,5,4,2,1,3,5,1,2,3
331,Female,West Sumatera,e-paylater user,"Diploma I, II, III",1979,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,4,5,1,4,4,5,2,4,2,5,3,4,5,4,2,3,4,5,4,5,3,2,1,4,2,5,2,5
332,Female,West Sumatera,Non e-paylater user,Until Senior High School,1978,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,4,3,4,3,2,2,2,2,3,2,2,2,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,3
333,Female,Riau,Non e-paylater user,Post Graduate,1993,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,2,2,2,2,1,1,1,1,3,3,3,3,3,3,2,2,2,2,2,2,4,4,4,5,5,5,4,4
334,Male,Riau,e-paylater user,Bachelor/Diploma IV,1989,Entrepreneur,"More than Rp 10,000,000",21% - 40%,4,3,5,5,1,2,2,3,2,5,5,5,2,2,2,3,1,3,4,2,2,1,1,4,2,4,2,5
335,Male,Riau,e-paylater user,Bachelor/Diploma IV,1994,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,4,1,4,5,5,4,2,4,5,4,5,5,3,5,3,4,4,5,4,5,4,2,1,3,5,1,2,3
336,Female,West Sumatera,e-paylater user,Until Senior High School,2000,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,5,4,4,3,3
337,Female,West Sumatera,Non e-paylater user,Until Senior High School,1981,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,1,3,1,1,1,1,1,3,3,4,3,2,3,4,3,5,4,4,4,3,4,4,4,2,2,4,2
338,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1979,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,4,2,2,2,3,3,3,2,4,4,4,2,2,4,4,2,4,3,4,4,3,2,3,3,3,3,3,3
339,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1979,Students,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,3,3,4,5,4,5,5,3
340,Female,Maluku,Non e-paylater user,Bachelor/Diploma IV,1994,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,3,4,5,5,4,4,4,3
341,Male,DKI Jakarta,e-paylater user,"Diploma I, II, III",1979,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,4,5,1,4,4,5,2,4,2,5,3,4,5,4,2,3,4,5,4,5,3,2,1,4,2,5,2,5
342,Male,DKI Jakarta,e-paylater user,Bachelor/Diploma IV,1979,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,4,1,4,5,5,4,2,4,5,4,5,5,3,5,3,4,4,5,4,5,4,2,1,3,5,1,2,3
343,Male,West Sumatera,e-paylater user,Bachelor/Diploma IV,1987,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,3,3,3,3,1,1,1,1,3,3,3,3,3,3,2,2,2,2,3,4,3,3,3,3,3,4,3,4
344,Female,DKI Jakarta,Non e-paylater user,Until Senior High School,2003,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,1,1,3,2,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5
345,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1979,Working,"More than Rp 10,000,000",21% - 40%,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,2,3,3,4,4,2,3,3,3,3,3,3,3
346,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Students,"Less than Rp 1,000,000",21% - 40%,4,3,4,1,4,4,2,3,3,4,3,4,2,4,5,5,5,5,4,4,2,2,4,5,3,4,4,4
347,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2002,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,4,4,5,5,3,5,5,5,5,2,2
348,Female,DKI Jakarta,e-paylater user,Bachelor/Diploma IV,1989,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,2,2,2,2,2,4,2,4,2,2,2,2,2,2,4,4,4,3,4,4,4,2,3,3,4,3,4,4
349,Female,West Sumatera,Non e-paylater user,Post Graduate,1999,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,4,5,5,5,5,5,5,5
350,Female,West Nusa Tenggara,e-paylater user,Bachelor/Diploma IV,1980,Working,"More than Rp 10,000,000",21% - 40%,1,5,5,1,5,1,1,1,2,1,1,1,1,2,1,1,1,1,4,4,4,4,4,5,5,5,5,5
