ID,Gender,Location,E-Paylater User Status,Educational Background,Year of Birth,Job Status,Monthly Income,Online Shopping Expenditure Percentage,Impulsive Buying Behavior Score,Promotion Score,Social Influence Score,Happiness Score,Self Control Score,Normative Evaluation Score
376,Male,East Java,e-paylater user,"Diploma I, II, III",1980,Students,"Less than Rp 1,000,000",Less than 20%,2,2,2,2,3,3
377,Male,West Sumatera,Non e-paylater user,Until Senior High School,1989,Students,"Less than Rp 1,000,000",Less than 20%,2,3,2,4,4,4
378,Male,East Java,e-paylater user,Until Senior High School,1974,Students,"Less than Rp 1,000,000",Less than 20%,3,3,3,3,2,4
379,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1979,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,3,1,2,4,3,2
380,Female,East Java,Non e-paylater user,Bachelor/Diploma IV,1976,Students,"Rp 1,000,001 - Rp 2,500,000",41% - 60%,4,3,2,5,3,2
381,Male,East Java,Non e-paylater user,Bachelor/Diploma IV,1976,Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,1,2,3,3,2
382,Male,East Java,Non e-paylater user,Bachelor/Diploma IV,1976,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,2,2,2,3,3,3
383,Male,East Java,Non e-paylater user,Bachelor/Diploma IV,1974,Working,"More than Rp 10,000,000",Less than 20%,2,4,2,3,4,3
384,Female,Central Java,Non e-paylater user,Until Senior High School,1976,Students,"Less than Rp 1,000,000",Less than 20%,4,2,2,4,3,4
385,Female,East Java,Non e-paylater user,Bachelor/Diploma IV,1975,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,4,4,1,5,2,3
386,Female,DKI Jakarta,Non e-paylater user,Until Senior High School,1975,Students,"Less than Rp 1,000,000",Less than 20%,4,3,3,4,3,4
387,Female,East Java,Non e-paylater user,Bachelor/Diploma IV,1974,Working,"More than Rp 10,000,000",Less than 20%,4,2,2,4,3,4
388,Male,Riau,Non e-paylater user,Bachelor/Diploma IV,1993,Working,"More than Rp 10,000,000",Less than 20%,2,2,2,3,4,4
389,Male,Banten,Non e-paylater user,Until Senior High School,1974,Students,"Less than Rp 1,000,000",21% - 40%,2,4,3,4,3,4
390,Male,East Java,Non e-paylater user,Until Senior High School,1974,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,4,3,3,4,3,3
391,Female,East Java,Non e-paylater user,Bachelor/Diploma IV,1973,Working,"More than Rp 10,000,000",21% - 40%,1,1,1,2,4,5
392,Female,East Java,e-paylater user,Bachelor/Diploma IV,1995,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,3,3,2,5,4,2
393,Female,DKI Jakarta,Non e-paylater user,Bachelor/Diploma IV,1974,Working,"More than Rp 10,000,000",21% - 40%,3,3,3,3,3,3
394,Female,West Java,Non e-paylater user,Post Graduate,1975,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,1,2,2,3,4
395,Female,DKI Jakarta,Non e-paylater user,Until Senior High School,1976,Students,"Less than Rp 1,000,000",Less than 20%,4,3,3,4,3,3
396,Female,East Java,Non e-paylater user,Post Graduate,1977,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,2,1,1,3,4,3
397,Female,Lampung,e-paylater user,Bachelor/Diploma IV,1976,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4,4,4,4,3,3
398,Female,DKI Jakarta,Non e-paylater user,"Diploma I, II, III",1977,Students,"Less than Rp 1,000,000",21% - 40%,2,2,2,5,4,4
399,Female,East Java,Non e-paylater user,Until Senior High School,1974,Students,"Less than Rp 1,000,000",Less than 20%,2,2,2,4,3,3
400,Female,West Sumatera,Non e-paylater user,Until Senior High School,1988,Students,"Rp 1,000,001 - Rp 2,500,000",41% - 60%,3,1,1,4,3,3
401,Female,East Java,e-paylater user,Until Senior High School,1975,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,4,4,3,4,3,3
402,Female,Riau,Non e-paylater user,Until Senior High School,1984,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,3,2,2,4,3,4
403,Female,West Java,Non e-paylater user,Post Graduate,1976,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3,1,2,4,3,5
404,Female,Kepulauan Riau,e-paylater user,"Diploma I, II, III",1976,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,3,3,3,4,3,5
405,Female,North Sumatera,Non e-paylater user,Until Senior High School,1991,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,4,1,3,4,3,4
406,Female,West Sumatera,Non e-paylater user,Until Senior High School,1998,Students,"Less than Rp 1,000,000",Less than 20%,2,3,2,4,4,4
407,Male,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,2,2,2,4,3,3
408,Female,West Sumatera,Non e-paylater user,Post Graduate,2002,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,1,1,1,3,2,4
409,Female,West Sumatera,e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,2,3,2,3,3,3
410,Female,Central Java,e-paylater user,Bachelor/Diploma IV,1976,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,3,3,3,4,4,5
411,Female,West Sumatera,Non e-paylater user,Post Graduate,2003,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,4,2,2,3,4,4
412,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Students,"Less than Rp 1,000,000",Less than 20%,2,4,3,4,4,4
413,Female,West Sumatera,e-paylater user,"Diploma I, II, III",2004,Working,"Rp 2,500,001 - Rp 5,000,000",41% - 60%,4,4,4,5,2,3
414,Male,West Sumatera,Non e-paylater user,Post Graduate,2003,Working,"More than Rp 10,000,000",41% - 60%,3,2,1,5,3,5
415,Male,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",21% - 40%,4,1,2,4,3,4
416,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,4,3,3,4,3,3
417,Male,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,2,2,2,3,4,4
418,Male,DKI Jakarta,Non e-paylater user,Until Senior High School,1976,Students,"Less than Rp 1,000,000",Less than 20%,3,1,1,3,4,2
419,Male,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,4,4,3,4,3,3
420,Male,West Sumatera,e-paylater user,Bachelor/Diploma IV,1997,Not Working,"Less than Rp 1,000,000",41% - 60%,3,3,3,4,3,4
421,Male,West Sumatera,Non e-paylater user,Until Senior High School,1996,Students,"Less than Rp 1,000,000",21% - 40%,3,3,2,4,3,2
422,Male,West Sumatera,Non e-paylater user,Until Senior High School,1979,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,2,2,1,3,3,4
423,Male,West Sumatera,Non e-paylater user,Until Senior High School,1984,Students,"Less than Rp 1,000,000",21% - 40%,2,2,2,3,3,4
424,Male,Riau,Non e-paylater user,Bachelor/Diploma IV,1997,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4,2,2,2,4,3
425,Male,West Sumatera,Non e-paylater user,Until Senior High School,1984,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,4,1,1,3,2,3
426,Male,West Sumatera,e-paylater user,"Diploma I, II, III",2002,Students,"Rp 1,000,001 - Rp 2,500,000",41% - 60%,4,4,3,4,3,3
427,Male,West Sumatera,e-paylater user,Post Graduate,2000,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,2,4,3,4,3,4
428,Male,Central Java,e-paylater user,Bachelor/Diploma IV,1984,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2,4,2,4,4,5
429,Male,West Sumatera,e-paylater user,Post Graduate,1975,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3,2,3,4,3,2
430,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1999,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3,3,3,5,3,3
431,Male,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3,2,2,4,4,2
432,Male,Riau,e-paylater user,Until Senior High School,2004,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,2,3,2,2,3,4
433,Male,West Sumatera,Non e-paylater user,Post Graduate,2004,Working,"More than Rp 10,000,000",Less than 20%,3,1,1,2,4,5
434,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2001,Not Working,"Less than Rp 1,000,000",21% - 40%,4,3,3,3,3,3
435,Female,West Sumatera,e-paylater user,Post Graduate,2000,Entrepreneur,"Rp 7,500,001 - Rp 10,000,000",41% - 60%,4,4,4,4,3,2
436,Female,West Kalimantan,Non e-paylater user,Post Graduate,1978,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,1,1,2,3,4,3
437,Female,DKI Jakarta,Non e-paylater user,Post Graduate,2001,Working,"More than Rp 10,000,000",21% - 40%,1,1,1,5,3,4
438,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1991,Working,"More than Rp 10,000,000",61% - 80%,2,2,1,4,4,3
439,Female,South Sumatera,Non e-paylater user,"Diploma I, II, III",1999,Students,"Rp 2,500,001 - Rp 5,000,000",61% - 80%,4,2,1,4,3,3
440,Female,South Sumatera,e-paylater user,Bachelor/Diploma IV,1998,Students,"Less than Rp 1,000,000",41% - 60%,4,2,1,2,3,3
441,Female,South Sumatera,Non e-paylater user,Until Senior High School,1999,Students,"Less than Rp 1,000,000",21% - 40%,4,1,1,4,3,5
442,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1975,Working,"Less than Rp 1,000,000",Less than 20%,3,2,3,4,3,3
443,Female,West Sumatera,Non e-paylater user,Post Graduate,2003,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,2,2,2,2,4,3
444,Female,West Sumatera,e-paylater user,Post Graduate,1985,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,3,3,2,4,4,2
445,Male,West Kalimantan,Non e-paylater user,Until Senior High School,1984,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,2,3,2,4,4,4
446,Female,West Kalimantan,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",21% - 40%,3,2,3,4,3,2
447,Female,West Kalimantan,e-paylater user,Bachelor/Diploma IV,2001,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,1,2,2,3,4,3
448,Female,West Kalimantan,Non e-paylater user,Until Senior High School,2001,Students,"Less than Rp 1,000,000",21% - 40%,3,2,2,4,4,4
449,Female,West Kalimantan,Non e-paylater user,Until Senior High School,2001,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,2,4,2,2,3,4
450,Female,West Kalimantan,Non e-paylater user,Bachelor/Diploma IV,2001,Students,"Less than Rp 1,000,000",Less than 20%,3,2,2,3,3,3
451,Female,West Kalimantan,Non e-paylater user,Until Senior High School,2001,Students,"Less than Rp 1,000,000",Less than 20%,1,3,3,3,3,3
452,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1987,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2,2,1,4,4,3
453,Female,West Kalimantan,Non e-paylater user,"Diploma I, II, III",2001,Entrepreneur,"Less than Rp 1,000,000",Less than 20%,2,4,1,3,3,2
454,Female,West Kalimantan,Non e-paylater user,Until Senior High School,2001,Students,"Less than Rp 1,000,000",41% - 60%,1,1,1,1,3,3
455,Female,West Kalimantan,Non e-paylater user,"Diploma I, II, III",2001,Students,"Less than Rp 1,000,000",21% - 40%,3,4,4,5,3,2
456,Female,West Sumatera,Non e-paylater user,Until Senior High School,2004,Students,"Less than Rp 1,000,000",41% - 60%,3,2,2,5,3,4
457,Female,DI Yogyakarta,Non e-paylater user,Until Senior High School,2000,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,2,2,2,3,4,3
458,Female,Banten,e-paylater user,Bachelor/Diploma IV,1980,Working,"Rp 5,000,001 - Rp 7,500,000",41% - 60%,4,4,5,3,3,3
459,Female,West Sumatera,Non e-paylater user,Until Senior High School,1996,Students,"Less than Rp 1,000,000",Less than 20%,2,1,1,4,4,4
460,Female,West Sumatera,Non e-paylater user,Until Senior High School,2001,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,1,1,4,4,4
461,Female,West Kalimantan,Non e-paylater user,Until Senior High School,2001,Students,"Less than Rp 1,000,000",21% - 40%,2,2,2,2,3,3
462,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3,4,4,4,3,2
463,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,2,3,3,2,3,5
464,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2005,Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,1,2,4,4,5
465,Female,West Sumatera,Non e-paylater user,Post Graduate,2003,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,2,1,2,3,3,4
466,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2004,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,3,3,3,3,3,3
467,Female,West Sumatera,Non e-paylater user,Until Senior High School,2004,Students,"Less than Rp 1,000,000",Less than 20%,3,1,2,5,3,4
468,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1992,Working,"Rp 5,000,001 - Rp 7,500,000",41% - 60%,4,4,5,3,3,3
469,Female,West Sumatera,Non e-paylater user,Until Senior High School,1994,Students,"Less than Rp 1,000,000",Less than 20%,3,1,2,4,4,4
470,Female,West Sumatera,Non e-paylater user,"Diploma I, II, III",2004,Students,"Less than Rp 1,000,000",Less than 20%,4,4,4,4,3,3
471,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,3,2,3,3,4
472,Female,West Sumatera,e-paylater user,Post Graduate,2004,Not Working,"More than Rp 10,000,000",21% - 40%,2,3,3,3,3,5
473,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2004,Students,"Less than Rp 1,000,000",21% - 40%,3,3,3,4,3,3
474,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Students,"Less than Rp 1,000,000",Less than 20%,3,2,3,5,3,2
475,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2003,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,3,4,2,4,3,2
476,Male,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,3,1,1,1,3,1
477,Female,Riau,Non e-paylater user,Post Graduate,1975,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,2,1,1,4,4,5
478,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1970,Students,"Less than Rp 1,000,000",Less than 20%,2,3,3,4,3,4
479,Male,DKI Jakarta,Non e-paylater user,Bachelor/Diploma IV,2001,Working,"More than Rp 10,000,000",Less than 20%,1,1,1,2,5,3
480,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Students,"Less than Rp 1,000,000",Less than 20%,3,3,3,4,3,3
481,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2004,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,2,2,4,2,2,4
482,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1996,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,3,1,1,5,3,3
483,Female,West Sumatera,Non e-paylater user,Post Graduate,2003,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,1,1,1,3,3,3
484,Female,West Sumatera,Non e-paylater user,Until Senior High School,1995,Students,"Less than Rp 1,000,000",21% - 40%,2,3,3,3,4,4
485,Female,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",21% - 40%,4,1,2,4,3,3
486,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2001,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,1,4,3,4,5,5
487,Female,West Java,Non e-paylater user,Bachelor/Diploma IV,1980,Working,"Less than Rp 1,000,000",21% - 40%,4,1,2,4,3,3
488,Female,DKI Jakarta,Non e-paylater user,Bachelor/Diploma IV,1997,Students,"Less than Rp 1,000,000",21% - 40%,3,2,2,4,3,3
489,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1981,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3,2,2,4,3,3
490,Female,DKI Jakarta,Non e-paylater user,Until Senior High School,2002,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,2,3,4,3,3
491,Female,Jambi,Non e-paylater user,Until Senior High School,1992,Students,"Less than Rp 1,000,000",Less than 20%,2,1,1,4,3,4
492,Female,North Sumatera,e-paylater user,"Diploma I, II, III",2004,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,2,4,3,4,3,4
493,Female,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,1,2,4,3,4
494,Female,West Sumatera,Non e-paylater user,Post Graduate,2003,Working,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,2,1,1,4,3,4
495,Female,West Sumatera,Non e-paylater user,"Diploma I, II, III",2004,Not Working,"More than Rp 10,000,000",Less than 20%,2,1,1,2,2,4
496,Male,West Sumatera,Non e-paylater user,Until Senior High School,2004,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,4,3,4,4,3
497,Male,Central Java,Non e-paylater user,Post Graduate,1972,Working,"More than Rp 10,000,000",Less than 20%,3,2,1,4,4,4
498,Female,Kepulauan Riau,Non e-paylater user,Bachelor/Diploma IV,1972,Working,"More than Rp 10,000,000",Less than 20%,1,1,1,2,4,4
499,Female,West Sumatera,Non e-paylater user,Until Senior High School,1966,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,3,1,1,5,4,4
500,Female,Central Java,Non e-paylater user,Until Senior High School,1977,Students,"Less than Rp 1,000,000",21% - 40%,3,4,2,4,3,4
501,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2004,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3,4,3,5,2,2
502,Male,West Sumatera,Non e-paylater user,Post Graduate,1991,Working,"More than Rp 10,000,000",41% - 60%,3,1,3,4,3,3
503,Female,West Java,e-paylater user,Bachelor/Diploma IV,1978,Working,"Rp 7,500,001 - Rp 10,000,000",61% - 80%,1,5,1,2,5,4
504,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2004,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,3,4,3,4,4,2
505,Male,Central Java,Non e-paylater user,Post Graduate,1994,Working,"More than Rp 10,000,000",Less than 20%,2,1,1,3,4,5
506,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2004,Working,"More than Rp 10,000,000",21% - 40%,4,2,2,5,3,2
507,Female,West Sumatera,Non e-paylater user,Post Graduate,2003,Working,"More than Rp 10,000,000",21% - 40%,2,1,2,3,4,4
508,Female,West Sumatera,Non e-paylater user,Post Graduate,2003,Working,"Less than Rp 1,000,000",41% - 60%,4,4,4,4,3,3
509,Female,Kepulauan Riau,Non e-paylater user,Bachelor/Diploma IV,2003,Students,"Less than Rp 1,000,000",21% - 40%,3,2,2,4,4,4
510,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Working,"More than Rp 10,000,000",Less than 20%,4,1,1,4,2,4
511,Female,West Sumatera,Non e-paylater user,Post Graduate,1990,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,1,1,1,2,5,5
512,Female,Kepulauan Riau,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,4,4,4,4,3,4
513,Female,Kepulauan Riau,Non e-paylater user,Bachelor/Diploma IV,2003,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,2,1,2,3,4,2
514,Female,Kepulauan Riau,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",21% - 40%,4,4,3,4,4,3
515,Female,Kepulauan Riau,Non e-paylater user,Post Graduate,2002,Not Working,"Less than Rp 1,000,000",21% - 40%,3,2,2,4,2,3
516,Female,Jambi,Non e-paylater user,Until Senior High School,2004,Students,"Less than Rp 1,000,000",Less than 20%,3,2,3,4,3,2
517,Male,West Sumatera,Non e-paylater user,Until Senior High School,2004,Students,"Less than Rp 1,000,000",Less than 20%,2,3,2,3,3,3
518,Female,West Sumatera,Non e-paylater user,Until Senior High School,1999,Students,"Less than Rp 1,000,000",Less than 20%,3,2,2,4,3,4
519,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Working,"More than Rp 10,000,000",Less than 20%,3,2,2,3,3,3
520,Female,East Nusa Tenggara,e-paylater user,Post Graduate,2001,Working,"More than Rp 10,000,000",Less than 20%,3,4,2,2,3,5
521,Female,Riau,Non e-paylater user,Until Senior High School,1996,Students,"Less than Rp 1,000,000",21% - 40%,4,3,3,4,3,3
522,Female,Central Java,Non e-paylater user,"Diploma I, II, III",1986,Students,"Less than Rp 1,000,000",Less than 20%,4,4,4,4,3,3
523,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1980,Entrepreneur,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,2,1,1,4,4,4
524,Female,East Java,Non e-paylater user,Until Senior High School,2004,Students,"Less than Rp 1,000,000",21% - 40%,4,4,4,4,3,5
525,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Working,"More than Rp 10,000,000",Less than 20%,4,2,2,4,4,3
526,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Not Working,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,2,1,1,4,4,4
527,Female,West Sumatera,Non e-paylater user,Post Graduate,2003,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,4,1,1,5,4,3
528,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,1,1,1,3,4,5
529,Female,Riau,Non e-paylater user,Post Graduate,2003,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2,1,1,4,3,2
530,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1999,Students,"Less than Rp 1,000,000",21% - 40%,2,2,2,4,4,3
531,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1978,Entrepreneur,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,3,2,1,3,4,4
532,Female,Central Java,e-paylater user,Until Senior High School,1981,Students,"Less than Rp 1,000,000",Less than 20%,3,2,2,2,3,2
533,Female,Central Java,e-paylater user,Until Senior High School,1980,Students,"Rp 2,500,001 - Rp 5,000,000",41% - 60%,3,4,3,4,4,3
534,Female,DKI Jakarta,e-paylater user,Until Senior High School,1997,Students,"Less than Rp 1,000,000",21% - 40%,4,4,3,4,3,3
535,Female,West Sumatera,Non e-paylater user,"Diploma I, II, III",1993,Students,"Less than Rp 1,000,000",Less than 20%,4,4,4,4,3,3
536,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,1,1,1,4,4,2
537,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1971,Not Working,"Less than Rp 1,000,000",Less than 20%,2,4,3,4,3,5
538,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,3,1,1,3,3,4
539,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1992,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,4,4,3,3,3
540,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2004,Working,"More than Rp 10,000,000",Less than 20%,2,4,3,2,4,3
541,Male,Kepulauan Riau,Non e-paylater user,Bachelor/Diploma IV,2002,Working,"More than Rp 10,000,000",Less than 20%,2,2,1,2,4,4
542,Female,West Sumatera,Non e-paylater user,Until Senior High School,1994,Students,"Less than Rp 1,000,000",Less than 20%,1,3,2,3,4,4
543,Male,Central Java,Non e-paylater user,Until Senior High School,1983,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,2,2,4,3,5
544,Female,West Sumatera,Non e-paylater user,"Diploma I, II, III",1983,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,2,2,2,3,3,4
545,Male,East Kalimantan,Non e-paylater user,Until Senior High School,1985,Students,"Less than Rp 1,000,000",Less than 20%,4,3,3,4,3,4
546,Female,South Sumatera,Non e-paylater user,Until Senior High School,1994,Students,"Less than Rp 1,000,000",Less than 20%,3,1,1,3,3,4
547,Male,Banten,Non e-paylater user,Post Graduate,1984,Working,"More than Rp 10,000,000",Less than 20%,3,1,1,3,4,3
548,Female,Riau,Non e-paylater user,Until Senior High School,1980,Students,"Less than Rp 1,000,000",Less than 20%,1,1,1,2,3,3
549,Female,Banten,Non e-paylater user,Bachelor/Diploma IV,1986,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,3,1,1,1,4,3
550,Female,North Sumatera,Non e-paylater user,Until Senior High School,1981,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,3,2,2,4,3,3
551,Female,DKI Jakarta,Non e-paylater user,Until Senior High School,1980,Students,"Less than Rp 1,000,000",Less than 20%,3,2,2,3,3,3
552,Male,West Java,e-paylater user,Until Senior High School,1973,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,2,4,3,4,3,3
553,Male,Riau,e-paylater user,Until Senior High School,1981,Students,"Less than Rp 1,000,000",Less than 20%,2,4,2,4,3,3
554,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2004,Working,"More than Rp 10,000,000",Less than 20%,2,2,2,3,3,3
555,Female,West Nusa Tenggara,Non e-paylater user,Bachelor/Diploma IV,1977,Working,"More than Rp 10,000,000",21% - 40%,2,2,2,3,4,5
556,Male,DKI Jakarta,e-paylater user,Bachelor/Diploma IV,1982,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,4,3,3,4,3,4
557,Male,Provinsi South Sulawesi,e-paylater user,Post Graduate,1989,Working,"More than Rp 10,000,000",21% - 40%,3,4,4,4,3,2
558,Female,DKI Jakarta,e-paylater user,Until Senior High School,1981,Students,"Less than Rp 1,000,000",41% - 60%,3,3,2,3,3,2
559,Male,West Kalimantan,Non e-paylater user,Bachelor/Diploma IV,1981,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,3,2,3,3,3,2
560,Male,West Kalimantan,e-paylater user,Bachelor/Diploma IV,1985,Entrepreneur,"More than Rp 10,000,000",21% - 40%,4,2,4,2,2,3
561,Male,West Java,Non e-paylater user,Bachelor/Diploma IV,1980,Students,"Less than Rp 1,000,000",21% - 40%,2,2,2,2,3,3
562,Male,East Java,e-paylater user,Until Senior High School,1993,Students,"Less than Rp 1,000,000",21% - 40%,2,2,2,2,3,3
563,Female,DKI Jakarta,e-paylater user,Until Senior High School,1982,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,4,3,3,4,4,4
564,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Working,"More than Rp 10,000,000",21% - 40%,3,3,3,3,3,3
565,Female,West Java,e-paylater user,Bachelor/Diploma IV,1982,Working,"More than Rp 10,000,000",Less than 20%,3,4,4,4,3,3
566,Male,East Kalimantan,Non e-paylater user,Post Graduate,1972,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,1,1,1,4,3,2
